,Emotions,Path,Processed_Path
10,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-02-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-01-01.wav
11,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-02-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-02-01.wav
12,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-01-01.wav
13,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-02-01.wav
14,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-01-01.wav
15,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-02-01.wav
16,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-01-01.wav
17,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-02-01.wav
18,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-01-01.wav
19,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-03-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-02-01.wav
20,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-01-01.wav
21,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-02-01.wav
22,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-01-01.wav
23,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-02-01.wav
24,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-01-01.wav
25,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-02-01.wav
26,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-01-01.wav
27,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-04-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-02-01.wav
28,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-01-01.wav
29,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-02-01.wav
30,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-01-01.wav
31,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-02-01.wav
32,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-01-01.wav
33,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-02-01.wav
34,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-01-01.wav
35,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-05-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-02-01.wav
36,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-01-01.wav
37,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-02-01.wav
38,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-01-01.wav
39,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-02-01.wav
40,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-01-01.wav
41,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-02-01.wav
42,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-01-01.wav
43,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-06-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-02-01.wav
44,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-01-01.wav
45,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-02-01.wav
46,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-01-01.wav
47,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-02-01.wav
48,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-01-01.wav
49,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-02-01.wav
50,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-01-01.wav
51,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-07-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-02-01.wav
52,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-01-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-01-01.wav
53,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-01-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-02-01.wav
54,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-01-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-01-01.wav
55,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-01-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-02-01.wav
56,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-02-01-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-01-01.wav
57,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-02-01-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-02-01.wav
58,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-02-02-01-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-01-01.wav
59,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_01/03-01-08-02-02-02-01.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-02-01.wav
60,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-01-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-01-02.wav
61,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-01-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-02-02.wav
62,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-01-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-01-02.wav
63,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-01-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-02-02.wav
64,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-01-02.wav
65,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-02-02.wav
66,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-01-02.wav
67,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-02-02.wav
68,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-01-02.wav
69,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-02-02.wav
70,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-01-02.wav
71,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-02-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-02-02.wav
72,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-01-02.wav
73,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-02-02.wav
74,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-01-02.wav
75,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-02-02.wav
76,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-01-02.wav
77,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-02-02.wav
78,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-01-02.wav
79,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-03-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-02-02.wav
80,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-01-02.wav
81,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-02-02.wav
82,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-01-02.wav
83,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-02-02.wav
84,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-01-02.wav
85,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-02-02.wav
86,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-01-02.wav
87,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-04-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-02-02.wav
88,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-01-02.wav
89,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-02-02.wav
90,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-01-02.wav
91,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-02-02.wav
92,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-01-02.wav
93,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-02-02.wav
94,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-01-02.wav
95,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-05-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-02-02.wav
96,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-01-02.wav
97,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-02-02.wav
98,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-01-02.wav
99,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-02-02.wav
100,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-01-02.wav
101,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-02-02.wav
102,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-01-02.wav
103,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-06-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-02-02.wav
104,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-01-02.wav
105,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-02-02.wav
106,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-01-02.wav
107,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-02-02.wav
108,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-01-02.wav
109,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-02-02.wav
110,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-01-02.wav
111,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-07-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-02-02.wav
112,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-01-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-01-02.wav
113,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-01-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-02-02.wav
114,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-01-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-01-02.wav
115,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-01-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-02-02.wav
116,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-02-01-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-01-02.wav
117,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-02-01-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-02-02.wav
118,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-02-02-01-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-01-02.wav
119,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_02/03-01-08-02-02-02-02.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-02-02.wav
